strain,Mash_cluster,Source
GCA_021865775.1_PDT001207401.1_genomic.fasta,573,Food
GCA_033122465.1_PDT001958222.1_genomic.fasta,3177,Animal
GCA_022203205.1_PDT000674719.1_genomic.fasta,8490,Animal
GCA_037201385.1_ASM3720138v1_genomic.fasta,509,Food
GCA_026240435.1_ASM2624043v1_genomic.fasta,2311,Animal
GCA_900511665.1_17870_5_63_genomic.fasta,273,Human
GCA_023965255.1_PDT001347527.1_genomic.fasta,8722,Animal
GCA_021866875.1_PDT001207285.1_genomic.fasta,699,Animal
GCA_032156385.1_PDT001902787.1_genomic.fasta,5570,Human
GCA_022202545.1_PDT000685447.1_genomic.fasta,1415,Human
GCA_902704505.1_Kpngiani7132637_genomic.fasta,4038,Human
GCA_900505605.1_19084_4_19_genomic.fasta,6400,Human
GCA_022180625.1_PDT000737472.1_genomic.fasta,7914,Human
GCA_032076225.1_PDT001904957.1_genomic.fasta,5185,Human
GCA_032720215.1_PDT001927084.1_genomic.fasta,629,Human
GCA_034479935.1_ASM3447993v1_genomic.fasta,160,Human
GCA_034865245.1_ASM3486524v1_genomic.fasta,1271,Animal
GCA_021929515.1_PDT001091636.1_genomic.fasta,6748,Human
GCA_021922825.1_PDT001092035.1_genomic.fasta,8578,Human
GCA_025879485.1_PDT001467859.1_genomic.fasta,1773,Human
GCA_017596025.1_ASM1759602v1_genomic.fasta,7940,Animal
GCA_031176115.1_PDT001873460.1_genomic.fasta,7354,Human
GCA_900511385.1_17870_5_24_genomic.fasta,4994,Human
GCA_022790105.1_ASM2279010v1_genomic.fasta,3584,Environment
GCA_905330685.2_AI2926v1_cpp_genomic.fasta,8128,Human
GCA_022204065.1_PDT000674605.1_genomic.fasta,3204,Animal
GCA_022789305.1_ASM2278930v1_genomic.fasta,379,Environment
GCA_018274485.1_ASM1827448v1_genomic.fasta,3150,Human
GCA_034864505.1_ASM3486450v1_genomic.fasta,3613,Animal
GCA_013409165.1_ASM1340916v1_genomic.fasta,7376,Environment
GCA_022204165.1_PDT000674604.1_genomic.fasta,2555,Human
GCA_905330845.2_AI2942v1_cpp_genomic.fasta,1916,Human
GCA_023979665.1_PDT001347509.1_genomic.fasta,3046,Animal
GCA_023979505.1_PDT001347519.1_genomic.fasta,2487,Animal
GCA_017597525.1_ASM1759752v1_genomic.fasta,2241,Animal
GCA_023530865.1_PDT001313950.1_genomic.fasta,8608,Animal
GCA_022209185.1_PDT000636197.1_genomic.fasta,9199,Human
GCA_023980065.1_PDT001347481.1_genomic.fasta,8719,Animal
GCA_033587655.1_PDT001982004.1_genomic.fasta,6024,Human
GCA_030776045.1_PDT001706422.1_genomic.fasta,1367,Animal
GCA_034865525.1_ASM3486552v1_genomic.fasta,8744,Animal
GCA_032044995.1_PDT001903365.1_genomic.fasta,216,Human
GCA_022537015.1_PDT001259217.1_genomic.fasta,3402,Environment
GCA_021866045.1_PDT001207392.1_genomic.fasta,1141,Animal
GCA_022184745.1_PDT000716801.1_genomic.fasta,6617,Animal
GCA_022209125.1_PDT000636223.1_genomic.fasta,5413,Human
GCA_024489095.1_PDT001373399.1_genomic.fasta,8081,Human
GCA_023980755.1_PDT001347424.1_genomic.fasta,5885,Animal
GCA_021978915.1_PDT001011263.1_genomic.fasta,68,Human
GCA_023979885.1_PDT001347486.1_genomic.fasta,8626,Animal
GCA_022237745.1_PDT000441690.1_genomic.fasta,6396,Human
GCA_021795515.1_PDT001227513.1_genomic.fasta,3010,Human
GCA_964198735.1_Zagreb017_hybrid_assembly.fa.gz_genomic.fasta,4334,Human
GCA_027920025.1_ASM2792002v1_genomic.fasta,8122,Human
GCA_026310535.1_PDT001494465.1_genomic.fasta,1390,Human
GCA_034865225.1_ASM3486522v1_genomic.fasta,712,Animal
GCA_900085915.1_12082_2_9_genomic.fasta,5781,Human
GCA_022205125.1_PDT000672145.1_genomic.fasta,843,Animal
GCA_021866115.1_PDT001207389.1_genomic.fasta,3347,Animal
GCA_947574715.1_NRZ-74643_genomic.fasta,3925,Human
GCA_037201085.1_ASM3720108v1_genomic.fasta,4939,Food
GCA_902162495.1_25964_2_9_genomic.fasta,5626,Human
GCA_033123625.1_PDT001958009.1_genomic.fasta,9215,Animal
GCA_021865935.1_PDT001207395.1_genomic.fasta,3055,Animal
GCA_022167745.1_PDT000849198.1_genomic.fasta,2702,Human
GCA_023529535.1_PDT001313947.1_genomic.fasta,983,Animal
GCA_900501335.1_18623_1_38_genomic.fasta,1842,Human
GCA_907275075.1_P37_C1_genomic.fasta,4199,Animal
GCA_034865685.1_ASM3486568v1_genomic.fasta,41,Animal
GCA_022534475.1_PDT001259417.1_genomic.fasta,398,Environment
GCA_022788955.1_ASM2278895v1_genomic.fasta,1361,Environment
GCA_022191265.1_PDT000715327.1_genomic.fasta,938,Human
